id;sampleT;mc;sample1_wgt;sample2_wgt;sample3_wgt;test_desc;t;pH
11;2021-07-28 08:30:00;BPE-C1-PLA;1,6151;1,6162;1,6036;t=37 °C pH=7,5;37;7,5
11;2021-07-29 08:30:00;BPE-SP-PBS;1,5206;1,5253;1,5271;t=37 °C pH=7,5;37;7,5
11;2021-07-29 08:30:00;BPE-C1-PLA;1,6154;1,6166;1,6038;t=37 °C pH=7,5;37;7,5
11;2021-07-30 08:30:00;BPE-C1-PLA;1,6156;1,6169;1,6038;t=37 °C pH=7,5;37;7,5
11;2021-08-02 08:30:00;BPE-C1-PLA;1,6158;1,6172;1,6044;t=37 °C pH=7,5;37;7,5
11;2021-08-04 08:30:00;BPE-C1-PLA;1,6162;1,6174;1,6046;t=37 °C pH=7,5;37;7,5
11;2021-08-06 08:30:00;BPE-C1-PLA;1,6163;1,6176;1,6048;t=37 °C pH=7,5;37;7,5
12;2021-07-20 08:30:00;BPE-C1-PLA;1,5974;1,6013;1,5988;t=37 °C pH=12;37;12
12;2021-07-20 09:00:00;BPE-C1-PLA;1,5982;1,6024;1,6014;t=37 °C pH=12;37;12
12;2021-07-20 09:30:00;BPE-C1-PLA;1,5988;1,6027;1,6020;t=37 °C pH=12;37;12
12;2021-07-20 10:30:00;BPE-C1-PLA;1,5996;1,6035;1,6025;t=37 °C pH=12;37;12
12;2021-07-20 11:30:00;BPE-C1-PLA;1,6003;1,6045;1,6032;t=37 °C pH=12;37;12
12;2021-07-20 12:30:00;BPE-C1-PLA;1,6008;1,6047;1,6035;t=37 °C pH=12;37;12
12;2021-07-20 14:30:00;BPE-C1-PLA;1,6018;1,6060;1,6044;t=37 °C pH=12;37;12
12;2021-07-20 16:30:00;BPE-C1-PLA;1,6025;1,6068;1,6048;t=37 °C pH=12;37;12
12;2021-07-21 08:30:00;BPE-C1-PLA;1,6058;1,6102;1,6076;t=37 °C pH=12;37;12
12;2021-07-21 12:30:00;BPE-C1-PLA;1,6065;1,6105;1,6081;t=37 °C pH=12;37;12
12;2021-07-21 16:30:00;BPE-C1-PLA;1,6065;1,6108;1,6082;t=37 °C pH=12;37;12
12;2021-07-22 08:30:00;BPE-C1-PLA;1,6071;1,6114;1,6087;t=37 °C pH=12;37;12
12;2021-07-22 12:30:00;BPE-C1-PLA;1,6073;1,6115;1,6088;t=37 °C pH=12;37;12
12;2021-07-22 16:30:00;BPE-C1-PLA;1,6073;1,6116;1,6088;t=37 °C pH=12;37;12
12;2021-07-23 08:30:00;BPE-C1-PLA;1,6073;1,6116;1,6091;t=37 °C pH=12;37;12
12;2021-07-23 16:30:00;BPE-C1-PLA;1,6071;1,6112;1,6089;t=37 °C pH=12;37;12
12;2021-07-26 08:30:00;BPE-C1-PLA;1,6050;1,6089;1,6040;t=37 °C pH=12;37;12
12;2021-07-27 08:30:00;BPE-C1-PLA;1,6024;1,6054;1,6019;t=37 °C pH=12;37;12
12;2021-07-28 08:30:00;BPE-C1-PLA;1,5994;1,6028;1,5996;t=37 °C pH=12;37;12
12;2021-07-29 08:30:00;BPE-C1-PLA;1,5976;1,6026;1,5971;t=37 °C pH=12;37;12
12;2021-07-30 08:30:00;BPE-C1-PLA;1,5960;1,5932;1,5931;t=37 °C pH=12;37;12
12;2021-08-02 08:30:00;BPE-C1-PLA;1,5826;1,5848;1,5815;t=37 °C pH=12;37;12
12;2021-08-04 08:30:00;BPE-C1-PLA;1,5768;1,5772;1,5751;t=37 °C pH=12;37;12
12;2021-08-05 08:30:00;BPE-C1-PLA;1,5669;1,5760;1,5701;t=37 °C pH=12;37;12
12;2021-08-06 08:30:00;BPE-C1-PLA;1,5668;1,5721;1,5652;t=37 °C pH=12;37;12
13;2021-08-24 08:30:00;BPE-C2-PLA;3,8082;3,8309;3,7946;t=37 °C pH=12;37;12
13;2021-08-24 09:00:00;BPE-C2-PLA;3,8098;3,8329;3,7963;t=37 °C pH=12;37;12
13;2021-08-24 09:30:00;BPE-C2-PLA;3,8107;3,8333;3,7970;t=37 °C pH=12;37;12
13;2021-08-24 10:30:00;BPE-C2-PLA;3,8123;3,8339;3,7981;t=37 °C pH=12;37;12
13;2021-08-24 11:30:00;BPE-C2-PLA;3,8131;3,8351;3,7991;t=37 °C pH=12;37;12
13;2021-08-24 12:30:00;BPE-C2-PLA;3,8151;3,8358;3,7999;t=37 °C pH=12;37;12
13;2021-08-24 14:30:00;BPE-C2-PLA;3,8153;3,8370;3,8009;t=37 °C pH=12;37;12
13;2021-08-24 16:30:00;BPE-C2-PLA;3,8159;3,8381;3,8020;t=37 °C pH=12;37;12
13;2021-08-25 08:30:00;BPE-C2-PLA;3,8208;3,8441;3,8075;t=37 °C pH=12;37;12
13;2021-08-25 12:30:00;BPE-C2-PLA;3,8217;3,8441;3,8081;t=37 °C pH=12;37;12
13;2021-08-25 16:30:00;BPE-C2-PLA;3,8224;3,8448;3,8090;t=37 °C pH=12;37;12
13;2021-08-26 08:30:00;BPE-C2-PLA;3,8248;3,8473;3,8112;t=37 °C pH=12;37;12
13;2021-08-26 12:30:00;BPE-C2-PLA;3,8254;3,8476;3,8113;t=37 °C pH=12;37;12
13;2021-08-26 16:30:00;BPE-C2-PLA;3,8256;3,8477;3,8119;t=37 °C pH=12;37;12
13;2021-08-27 08:30:00;BPE-C2-PLA;3,8273;3,8491;3,8134;t=37 °C pH=12;37;12
13;2021-08-27 16:30:00;BPE-C2-PLA;3,8273;3,8493;3,8134;t=37 °C pH=12;37;12
13;2021-08-30 08:30:00;BPE-C2-PLA;3,8236;3,8462;3,8098;t=37 °C pH=12;37;12
13;2021-08-31 08:30:00;BPE-C2-PLA;3,8219;3,8439;3,8068;t=37 °C pH=12;37;12
13;2021-09-01 08:30:00;BPE-C2-PLA;3,8214;3,8426;3,8057;t=37 °C pH=12;37;12
13;2021-09-02 08:30:00;BPE-C2-PLA;3,8194;3,8404;3,8042;t=37 °C pH=12;37;12
13;2021-09-03 08:30:00;BPE-C2-PLA;3,8178;3,8366;3,8007;t=37 °C pH=12;37;12
13;2021-09-06 08:30:00;BPE-C2-PLA;3,7943;3,8244;3,7867;t=37 °C pH=12;37;12
13;2021-09-08 08:30:00;BPE-C2-PLA;3,7768;3,8079;3,7690;t=37 °C pH=12;37;12
13;2021-09-10 08:30:00;BPE-C2-PLA;3,7821;3,7898;3,7593;t=37 °C pH=12;37;12
kk
